type,price,direction,formation_time,breakout_time,retest_time,touch_time_utc,entry_price,is_spike,is_swing,hours_breakout_to_retest,level_age_hours,breakout_range_ratio,breakout_body_ratio,prior_touches_2yr,prior_touches_all,confluence_count,vol_spike_z_10s,same_side_vol_ratio_10s,momentum_pts_10s,trades_count_10s,upticks_10s,downticks_10s,cum_delta_10s,range_compression_10s,vol_spike_z_30s,same_side_vol_ratio_30s,momentum_pts_30s,trades_count_30s,upticks_30s,downticks_30s,cum_delta_30s,range_compression_30s,vol_spike_z_60s,same_side_vol_ratio_60s,momentum_pts_60s,trades_count_60s,upticks_60s,downticks_60s,cum_delta_60s,range_compression_60s,vol_spike_z_120s,same_side_vol_ratio_120s,momentum_pts_120s,trades_count_120s,upticks_120s,downticks_120s,cum_delta_120s,range_compression_120s,vol_spike_z_300s,same_side_vol_ratio_300s,momentum_pts_300s,trades_count_300s,upticks_300s,downticks_300s,cum_delta_300s,range_compression_300s,preconsolidation_secs_30s,mfe_5m,mae_before_peak_5m,time_to_peak_s_5m,mfe_15m,mae_before_peak_15m,time_to_peak_s_15m,mfe_30m,mae_before_peak_30m,time_to_peak_s_30m,mfe_60m,mae_before_peak_60m,time_to_peak_s_60m,quality_30m
LLPB,7538.5,-1,2026-07-02 11:00:00,2026-07-02 15:00:00,2026-07-03 00:00:00,2026-07-03 00:00:15,7538.5,False,False,9.0,13.0,1.9113054341036853,0.7973856209150327,73,73,0,4.816220016416565,0.5806451612903226,-1.25,85.0,4,3,-15.0,3.917525773195876,4.821585118827703,0.4864864864864865,-1.5,199.0,9,10,6.0,3.436426116838488,3.207219433560335,0.4895397489539749,-2.0,215.0,13,14,5.0,2.061855670103093,2.2831333211688762,0.4605263157894737,-2.25,276.0,22,27,24.0,1.5292096219931273,2.875,0.4791666666666667,-2.5,348.0,43,48,16.0,1.0034364261168385,8,7.75,1.75,124,11.25,1.75,611,11.25,1.75,611,11.25,1.75,611,9.5
LLPB,7540.25,-1,2026-07-02 14:00:00,2026-07-02 15:00:00,2026-07-03 00:00:00,2026-07-03 00:00:38,7540.25,False,False,9.0,10.0,1.9113054341036853,0.7973856209150327,83,83,0,4.303535207393388,0.5658914728682171,-0.5,109.0,3,6,-17.0,3.475609756097561,4.8695409555775075,0.5977011494252874,-2.25,295.0,13,12,-68.0,3.5365853658536586,3.4815275334419216,0.5493827160493827,-3.25,418.0,19,19,-48.0,2.8963414634146343,2.3819593708374693,0.5344202898550725,-4.75,480.0,30,32,-38.0,1.8902439024390247,1.5657370517928286,0.5251572327044025,-4.25,556.0,49,56,-32.0,1.103658536585366,15,9.5,-0.25,101,13.0,-0.25,588,13.0,-0.25,588,13.0,-0.25,588,13.25
LHPB,7540.25,1,2026-07-03 00:00:00,2026-07-03 01:00:00,2026-07-06 03:00:00,2026-07-06 03:49:50,7540.25,False,False,74.0,75.0,0.9071504802561364,0.8941176470588236,85,85,0,2.66089827525117,0.8852459016393442,-0.75,44.0,2,3,-47.0,1.1822660098522169,1.107835787578793,0.8444444444444444,-1.0,73.0,5,8,-62.0,0.8866995073891626,0.45402126521866154,0.6956521739130435,-2.0,117.0,11,15,-54.0,0.8374384236453202,0.3195176448053434,0.6303501945525292,-1.5,223.0,23,32,-67.0,0.9482758620689656,4.739130434782608,0.5898617511520737,-2.0,574.0,69,73,-117.0,1.0344827586206897,30,2.0,1.0,57,3.25,2.25,899,7.25,2.25,1604,11.5,2.25,3216,5.0
LLPB,7557.25,-1,2026-07-06 00:00:00,2026-07-06 01:00:00,2026-07-06 07:00:00,2026-07-06 07:05:25,7557.25,False,False,6.0,7.0,1.7120622568093389,0.7272727272727273,85,85,0,2.268074853954364,0.7012987012987013,-0.5,65.0,3,5,-31.0,2.3936170212765955,2.9127688712859765,0.7076271186440678,-1.75,209.0,10,9,-98.0,1.9680851063829787,1.9770832124768374,0.6944444444444444,-2.75,255.0,19,14,-112.0,1.5159574468085104,0.917016945232661,0.6657963446475196,-3.75,338.0,35,26,-127.0,1.303191489361702,1.2024291497975708,0.5959339263024143,-3.25,693.0,74,66,-151.0,1.2340425531914894,28,2.0,0.75,120,2.25,0.75,498,2.75,1.75,1431,2.75,1.75,1431,1.0
LHPB,7555.75,1,2026-07-06 06:00:00,2026-07-06 07:00:00,2026-07-06 12:00:00,2026-07-06 12:00:03,7555.75,False,False,5.0,6.0,1.0653753026634385,0.7954545454545454,97,97,0,4.126066487609771,0.7551020408163265,-0.75,114.0,1,6,-75.0,1.652542372881356,0.8847904695285467,0.725609756097561,-0.75,130.0,4,8,-74.0,0.847457627118644,-0.04225386325222413,0.683982683982684,-1.0,180.0,13,14,-85.0,0.847457627118644,-0.0986992943025686,0.5802197802197803,-1.0,376.0,35,33,-73.0,1.038135593220339,1.3862928348909658,0.5254480286738351,-2.5,1182.0,94,78,-71.0,1.1779661016949152,30,7.75,0.5,262,7.75,0.5,262,9.0,0.5,1142,9.0,0.5,1142,8.5
LHPB,7574.25,1,2026-07-06 00:00:00,2026-07-06 14:00:00,2026-07-07 03:00:00,2026-07-07 03:30:06,7574.25,False,True,13.0,27.0,1.962809917355372,0.7473684210526316,37,37,0,2.8314360575564415,0.7044025157232704,-0.75,145.0,2,7,-65.0,2.2666666666666666,2.5268930649956625,0.6876790830945558,-1.0,305.0,8,16,-131.0,1.7777777777777777,2.8680016863610485,0.7232876712328767,-2.25,586.0,14,25,-326.0,1.511111111111111,1.949809014715958,0.7076142131979696,-3.0,800.0,30,42,-409.0,1.288888888888889,1.1113801452784504,0.6594556873691556,-2.75,1194.0,67,83,-457.0,1.0,30,2.25,1.0,127,3.0,1.0,464,3.0,1.0,464,3.0,1.0,464,2.0
LHPB,7574.0,1,2026-07-06 13:00:00,2026-07-06 14:00:00,2026-07-07 03:00:00,2026-07-07 03:30:08,7574.0,False,False,13.0,14.0,1.962809917355372,0.7473684210526316,38,38,0,2.6802552962737343,0.7088607594936709,-1.0,145.0,3,7,-66.0,2.3946784922394677,2.504565286952555,0.6908077994428969,-1.0,315.0,9,17,-137.0,1.9068736141906872,2.769991395903674,0.7303988995873453,-2.25,584.0,14,26,-335.0,1.5299334811529932,1.9175866809197015,0.7043832823649337,-3.0,797.0,31,42,-401.0,1.2971175166297118,1.0360360360360361,0.6601941747572816,-2.75,1203.0,68,83,-462.0,1.0066518847006651,30,2.5,0.75,125,3.25,0.75,462,3.25,0.75,462,3.25,0.75,462,2.5
LLPB,7575.25,-1,2026-07-06 17:00:00,2026-07-07 03:00:00,2026-07-07 07:00:00,2026-07-07 07:02:25,7575.25,False,True,4.0,14.0,1.0070493454179257,0.42,39,39,0,3.997689778331313,0.7132352941176471,-1.25,111.0,2,2,-58.0,2.1727019498607243,1.812911959005294,0.6280193236714976,-1.0,173.0,9,7,-53.0,1.671309192200557,2.2033935899142447,0.589873417721519,-2.25,326.0,23,15,-71.0,1.81058495821727,2.3184129543996206,0.571236559139785,-3.5,598.0,49,38,-106.0,2.0473537604456826,1.343801652892562,0.4869857262804366,-2.0,986.0,71,72,31.0,1.3593314763231197,30,1.25,0.75,70,1.75,1.5,491,1.75,1.5,491,3.75,4.75,3416,0.25
LLPB,7578.75,-1,2026-07-07 02:00:00,2026-07-07 03:00:00,2026-07-07 07:00:00,2026-07-07 07:16:10,7578.75,False,False,4.0,5.0,1.0070493454179257,0.42,41,41,0,0.8326861843677915,0.8507462686567164,-0.75,47.0,4,1,-47.0,0.8108108108108107,0.23388193928710585,0.7111111111111111,-0.75,101.0,8,6,-57.0,0.9009009009009009,0.5130858844310214,0.6577181208053692,-2.0,259.0,22,14,-94.0,1.3738738738738738,1.0218870834851488,0.5877483443708609,-1.0,514.0,37,29,-106.0,1.204954954954955,1.0996677740863787,0.5886312640239342,-4.0,1112.0,80,62,-237.0,1.0990990990990992,30,2.5,0.5,204,2.5,0.5,204,2.75,1.25,1750,7.75,1.25,2894,1.5
LLPB,7571.25,-1,2026-07-07 08:00:00,2026-07-07 13:00:00,2026-07-07 17:00:00,2026-07-07 17:08:21,7571.25,False,True,4.0,9.0,2.2881355932203387,0.5370370370370371,46,46,1,0.6751370574493529,0.6295081967213115,-0.75,232.0,8,1,-79.0,1.2435233160621761,1.8921907862063567,0.6111111111111112,-0.75,678.0,18,8,-232.0,1.0155440414507773,1.1469092757859327,0.6210892236384704,-0.75,1180.0,34,16,-418.0,0.9844559585492227,1.6090282444472586,0.5889152341434499,-1.75,2450.0,63,39,-600.0,1.0103626943005182,1.134926212227688,0.5709043250327654,-3.75,5705.0,157,108,-1082.0,0.9989637305699481,30,5.5,-0.25,144,9.5,-0.25,518,9.5,-0.25,518,9.5,-0.25,518,9.75
LLPB,7561.75,-1,2026-07-07 17:00:00,2026-07-07 18:00:00,2026-07-08 00:00:00,2026-07-08 00:58:04,7561.75,False,False,6.0,7.0,1.3843351548269582,0.881578947368421,82,82,0,5.085349175153956,0.875,-1.5,82.0,4,0,-66.0,1.5135135135135134,2.169693494597258,0.7716535433070866,-2.0,119.0,10,4,-69.0,1.045045045045045,0.38430295013412474,0.7586206896551724,-1.75,166.0,20,7,-90.0,0.9369369369369369,0.4837459968777939,0.6521739130434783,-2.5,322.0,38,24,-105.0,1.072072072072072,-0.48863636363636365,0.5583224115334207,-2.0,706.0,90,71,-89.0,0.9837837837837837,1,2.25,0.0,43,5.25,0.75,587,5.5,1.5,1797,11.25,1.5,2451,4.0
LHPB,7514.75,1,2026-07-02 18:00:00,2026-07-02 19:00:00,2026-07-08 08:00:00,2026-07-08 08:23:47,7514.75,False,False,133.0,134.0,1.8017057569296373,0.4023668639053254,78,78,0,-0.25135056269107636,0.48214285714285715,-0.5,207.0,7,3,8.0,0.9169054441260744,-0.4765673366701536,0.46641074856046066,-1.25,481.0,17,11,35.0,0.8978032473734479,-0.4807927882934249,0.5034071550255537,-3.25,1038.0,29,28,-8.0,0.8595988538681948,-0.5049077924482935,0.5390790029573299,-4.25,1981.0,52,59,-185.0,0.8691499522445081,-0.968130081300813,0.5529019716745348,-6.5,5799.0,135,150,-762.0,1.0181470869149951,18,1.0,-0.75,1,1.0,-0.75,1,1.0,-0.75,1,1.0,-0.75,1,1.75
LHPB,7475.75,1,2026-06-29 15:00:00,2026-06-29 16:00:00,2026-07-08 09:00:00,2026-07-08 09:06:09,7475.75,False,False,209.0,210.0,0.4973544973544973,0.1702127659574468,112,112,0,-0.9251281374338528,0.6140350877192983,-1.5,51.0,5,3,-13.0,0.7356321839080461,-1.4976196981356957,0.5121951219512195,-1.75,115.0,12,9,-3.0,0.6436781609195402,-1.9999595261909442,0.4982698961937716,-1.5,267.0,24,22,1.0,0.6973180076628352,-0.9122371302088567,0.5786324786324787,-3.0,986.0,48,54,-184.0,0.9348659003831418,-0.9794967381174278,0.530950016550811,-4.25,2635.0,129,126,-187.0,0.9885057471264368,20,3.5,0.25,35,3.5,0.25,35,7.5,7.5,1800,8.25,7.5,1813,0.0
LLPB,7517.75,-1,2026-07-02 20:00:00,2026-07-08 08:00:00,2026-07-08 12:00:00,2026-07-08 12:56:21,7517.75,False,False,4.0,136.0,3.649538866930171,0.8772563176895307,63,63,0,11.736081652184339,0.5836653386454184,-2.5,1173.0,7,3,-252.0,4.16988416988417,6.089161759084766,0.5806451612903226,-3.0,1274.0,17,8,-260.0,2.0334620334620337,4.268796101362089,0.5854414042333506,-2.75,1503.0,33,14,-331.0,1.4671814671814671,2.996138533128237,0.5849122807017544,-3.5,2268.0,66,34,-484.0,1.4092664092664093,1.6369168356997972,0.5888785481619357,-6.0,3387.0,131,90,-764.0,1.1402831402831404,1,13.25,1.0,210,13.25,1.0,210,13.5,1.0,1751,16.0,1.0,2088,12.5
LLPB,7523.75,-1,2026-07-02 22:00:00,2026-07-08 08:00:00,2026-07-08 13:00:00,2026-07-08 13:46:49,7523.75,False,False,5.0,135.0,3.649538866930171,0.8772563176895307,65,65,1,0.42779280592495694,0.6421686746987951,-1.5,710.0,7,3,-236.0,0.840630472854641,-0.08311440254707746,0.5774788241155954,-2.5,1697.0,18,12,-311.0,0.9106830122591945,-0.33737700222706185,0.5611125969510564,-3.75,3228.0,36,24,-457.0,0.9281961471103327,-0.5882497535493855,0.5248294679399728,-5.5,6411.0,61,58,-364.0,0.9654115586690017,-0.9601860465116279,0.5012117206433135,-4.0,15328.0,156,139,-44.0,0.9509632224168126,10,15.25,1.25,234,16.5,1.25,521,22.0,1.25,1755,31.25,1.25,3596,20.75
LLPB,7527.25,-1,2026-07-03 00:00:00,2026-07-08 08:00:00,2026-07-08 17:00:00,2026-07-08 17:20:06,7527.25,False,True,9.0,137.0,3.649538866930171,0.8772563176895307,65,65,0,7.393301450518403,0.7135135135135136,-1.5,981.0,5,5,-553.0,1.7,4.502438117889813,0.6026520347508002,-2.0,1694.0,14,15,-449.0,1.3,4.105801439241148,0.610857432775241,-5.75,3052.0,29,28,-874.0,1.2416666666666667,2.681678908331971,0.5995297805642633,-6.5,4075.0,60,49,-1016.0,1.1041666666666667,1.6686838124054464,0.5882352941176471,-7.75,7110.0,156,117,-1512.0,0.9916666666666667,4,3.25,-1.0,15,3.25,-1.0,15,9.75,9.5,1776,12.75,9.5,2171,0.25
LLPB,7529.5,-1,2026-07-07 14:00:00,2026-07-08 08:00:00,2026-07-08 17:00:00,2026-07-08 17:24:10,7529.5,False,True,9.0,27.0,3.649538866930171,0.8772563176895307,67,67,0,1.4426584503745912,0.5726072607260726,-0.5,501.0,5,5,-88.0,0.9771986970684038,0.8983258945461924,0.5607755406413124,-1.0,1107.0,14,13,-163.0,1.0260586319218241,0.19083059053536816,0.5401096163428002,-1.5,1685.0,30,27,-161.0,1.0260586319218241,0.15412373504899243,0.5207900207900208,-0.75,3282.0,61,55,-160.0,1.046416938110749,1.0552907530981888,0.5465739186055809,-7.75,10258.0,152,140,-1165.0,1.0830618892508144,29,2.0,3.0,133,2.0,3.0,133,12.0,7.25,1532,15.0,7.25,1927,4.75
LLPB,7531.25,-1,2026-07-07 15:00:00,2026-07-08 08:00:00,2026-07-08 17:00:00,2026-07-08 17:25:03,7531.25,False,False,9.0,26.0,3.649538866930171,0.8772563176895307,70,70,0,2.3341270673193066,0.6783216783216783,-2.0,670.0,8,2,-306.0,1.271393643031785,1.0357897527793496,0.649584487534626,-3.0,1101.0,19,11,-432.0,0.9779951100244499,1.193143828497353,0.5726703755215578,-3.0,2235.0,31,28,-418.0,0.9942950285248574,0.43325173811705775,0.5518534863195057,-4.0,3629.0,60,56,-470.0,0.9983700081499592,1.0248943165805542,0.5470956957793565,-5.75,9754.0,154,139,-1127.0,1.0497147514262428,8,3.75,1.25,80,3.75,1.25,80,13.75,5.5,1479,16.75,5.5,1874,8.25
LLPB,7532.0,-1,2026-07-08 07:00:00,2026-07-08 08:00:00,2026-07-08 17:00:00,2026-07-08 17:25:05,7532.0,False,False,9.0,10.0,3.649538866930171,0.8772563176895307,72,72,0,2.2203201491333333,0.6738095238095239,-2.0,668.0,9,1,-292.0,1.2693246541903986,1.2550973775624372,0.6709844559585493,-3.5,1192.0,21,9,-528.0,0.9926769731489015,1.3205591592886938,0.5764352469959947,-3.25,2326.0,32,27,-458.0,1.0089503661513426,0.5211035058832372,0.5598975016015375,-4.75,3747.0,62,54,-561.0,1.0048820179007323,1.0263279445727482,0.5485529480056389,-5.75,9827.0,155,138,-1171.0,1.0480065093572009,5,4.5,0.5,78,4.75,4.75,899,14.5,4.75,1477,17.5,4.75,1872,9.75
LLPB,7547.0,-1,2026-07-09 06:00:00,2026-07-09 08:00:00,2026-07-09 12:00:00,2026-07-09 12:08:05,7547.0,False,False,4.0,6.0,0.87252897068848,0.484375,107,107,0,0.4603357711517088,0.45161290322580644,-0.75,56.0,5,2,6.0,1.4482758620689655,-0.4484009454708831,0.5208333333333334,-0.75,89.0,12,6,-4.0,1.0689655172413794,-0.7761379426832171,0.4942528735632184,-1.5,155.0,21,13,2.0,1.0517241379310345,0.4261854974213582,0.6123188405797102,-3.5,475.0,39,29,-124.0,1.0775862068965518,1.15962441314554,0.5392441860465116,-1.75,1149.0,76,75,-108.0,0.993103448275862,30,0.75,3.0,286,2.25,3.0,864,2.25,3.0,864,3.5,7.5,2369,-0.75
LLPB,7548.0,-1,2026-07-09 07:00:00,2026-07-09 08:00:00,2026-07-09 12:00:00,2026-07-09 12:08:26,7548.0,False,False,4.0,5.0,0.87252897068848,0.484375,109,109,0,1.2295674557992857,0.5979381443298969,-0.25,88.0,4,2,-19.0,1.2392426850258174,1.3903479290540686,0.5605381165919282,-2.0,205.0,13,7,-27.0,1.2048192771084338,0.18559781883760362,0.562962962962963,-2.0,249.0,22,13,-34.0,1.0154905335628226,0.8312531145587905,0.5836012861736335,-4.0,543.0,39,30,-104.0,1.0929432013769362,1.204225352112676,0.5493055555555556,-3.5,1222.0,76,73,-142.0,0.9845094664371773,24,1.75,2.0,265,3.25,2.0,843,3.25,2.0,843,4.5,6.5,2348,1.25
LLPB,7572.0,-1,2026-07-07 11:00:00,2026-07-07 13:00:00,2026-07-09 15:00:00,2026-07-09 15:22:29,7572.0,False,True,50.0,52.0,2.2881355932203387,0.5370370370370371,44,44,0,2.501033252566601,0.7017291066282421,-1.5,524.0,9,1,-280.0,1.1340206185567012,1.4282907317864846,0.6391459074733096,-2.5,1111.0,20,9,-391.0,1.0481099656357389,2.0739261186187803,0.625,-2.5,2172.0,34,20,-704.0,1.0309278350515465,0.5596839340530186,0.58266309204647,-3.75,3544.0,68,41,-740.0,1.0051546391752577,1.0302375809935205,0.52634413427879,-5.75,8755.0,144,136,-587.0,1.036082474226804,11,0.5,0.0,2,2.25,3.0,698,2.25,3.0,698,2.25,3.0,698,-0.75
LLPB,7578.0,-1,2026-07-07 12:00:00,2026-07-07 13:00:00,2026-07-09 15:00:00,2026-07-09 15:45:02,7578.0,True,False,50.0,51.0,2.2881355932203387,0.5370370370370371,46,46,0,0.5421046780479069,0.6157517899761337,-0.75,341.0,6,4,-97.0,1.2539184952978057,-0.2928352899274935,0.5426751592356688,-0.0,605.0,16,13,-67.0,0.9404388714733543,-0.5475542613962683,0.5317796610169492,-1.5,1104.0,28,21,-90.0,0.8254963427377221,0.499633859816854,0.5335221907459868,-0.75,2962.0,53,46,-284.0,0.9456635318704284,1.0406552200513124,0.5607913058244184,-3.25,7973.0,145,117,-1432.0,1.0094043887147337,30,3.75,0.0,153,5.0,0.0,893,5.0,0.0,893,5.0,0.0,893,5.0
LHPB,7578.0,1,2026-07-09 15:00:00,2026-07-09 16:00:00,2026-07-10 00:00:00,2026-07-10 00:25:07,7578.0,False,False,8.0,9.0,0.670391061452514,0.5476190476190477,48,48,0,2.5713871551148926,0.5102040816326531,-0.75,72.0,3,5,-2.0,1.6216216216216217,1.0043449128728181,0.4825174825174825,-1.0,108.0,9,10,5.0,1.1642411642411643,1.7830874683837719,0.5459770114942529,-0.75,278.0,19,21,-32.0,1.2266112266112266,1.9093588114384141,0.5516265912305516,-2.75,595.0,35,43,-73.0,1.185031185031185,1.0155440414507773,0.5411449016100179,-4.5,946.0,80,90,-92.0,0.9937629937629937,30,2.25,0.5,294,2.25,0.5,294,2.25,0.5,294,3.5,3.25,2095,1.75
LHPB,7571.25,1,2026-07-07 17:00:00,2026-07-09 15:00:00,2026-07-10 06:00:00,2026-07-10 06:25:00,7571.25,False,True,15.0,61.0,1.0903426791277258,0.6714285714285714,49,49,1,0.048113450555821856,0.7,-0.25,46.0,1,4,-20.0,1.2320328542094456,-0.25298501598707235,0.664,-0.75,111.0,3,13,-41.0,0.9856262833675565,0.024398792799284977,0.6185567010309279,-0.75,258.0,10,28,-69.0,1.0882956878850103,0.256197922279143,0.5691823899371069,-1.0,537.0,29,43,-88.0,1.0780287474332648,0.9681908548707754,0.6190970420342501,-4.0,1551.0,80,100,-459.0,1.1252566735112937,30,1.5,0.75,142,5.75,0.75,365,5.75,0.75,365,8.25,0.75,3182,5.0
LHPB,7570.5,1,2026-07-07 18:00:00,2026-07-09 15:00:00,2026-07-10 06:00:00,2026-07-10 06:25:10,7570.5,False,False,15.0,60.0,1.0903426791277258,0.6714285714285714,50,50,1,3.7246108824585296,0.6591928251121076,-1.0,168.0,3,6,-71.0,1.9472616632860043,1.9423742799453345,0.6566265060240963,-1.5,264.0,5,15,-104.0,1.3793103448275863,1.0262362879853932,0.6577181208053692,-1.75,368.0,10,30,-141.0,1.1967545638945232,0.8367542903360009,0.6069651741293532,-2.0,653.0,27,47,-172.0,1.1359026369168357,1.0765357502517623,0.6121065375302663,-4.5,1660.0,82,102,-463.0,1.1399594320486814,30,3.25,0.0,300,6.5,0.0,355,6.5,0.0,355,9.0,0.0,3172,6.5
LLPB,7581.75,-1,2026-07-10 03:00:00,2026-07-10 04:00:00,2026-07-10 09:00:00,2026-07-10 09:15:22,7581.75,False,False,5.0,6.0,0.5086285195277022,0.8214285714285714,51,51,0,3.5702738110368473,0.8672566371681416,-1.0,75.0,7,1,-83.0,2.0365535248041775,1.7988054832578007,0.8076923076923077,-1.5,114.0,15,3,-96.0,1.514360313315927,2.2869279589193963,0.752542372881356,-1.5,221.0,20,11,-149.0,1.279373368146214,1.777611799955698,0.6514851485148515,-2.25,406.0,34,19,-153.0,1.1096605744125327,0.0,0.6441947565543071,-3.5,661.0,68,44,-231.0,0.9033942558746737,21,1.75,0.5,73,2.0,0.5,484,2.25,0.75,1670,2.25,0.75,1670,1.5
LHPB,7566.5,1,2026-07-09 13:00:00,2026-07-09 15:00:00,2026-07-10 14:00:00,2026-07-10 14:32:59,7566.5,False,True,23.0,25.0,1.0903426791277258,0.6714285714285714,61,61,0,4.482458726720794,0.5717840735068913,-19.0,4082.0,2,8,-750.0,5.529131985731272,4.706848477013525,0.6075514874141876,-35.0,9691.0,14,15,-2820.0,4.161712247324614,3.2438346471044635,0.5806408003244559,-32.25,10904.0,29,29,-2386.0,2.5089179548156957,2.196756195812466,0.5687183811129848,-33.5,12378.0,57,55,-2282.0,1.6200951248513675,1.1372907376270196,0.5389266224333555,-33.75,19394.0,141,144,-1983.0,1.1664684898929847,0,24.75,14.0,281,28.75,14.0,725,31.75,14.0,1041,40.5,14.0,3278,17.75
LHPB,7564.5,1,2026-07-09 14:00:00,2026-07-09 15:00:00,2026-07-10 14:00:00,2026-07-10 14:33:00,7564.5,True,False,23.0,24.0,1.0903426791277258,0.6714285714285714,70,70,0,4.966749335476089,0.5813686967910936,-18.5,4657.0,1,9,-994.0,5.499412455934196,4.734664295588298,0.6069038393800634,-37.0,10456.0,13,16,-3035.0,4.27732079905993,3.25745487447626,0.581074265540285,-34.75,11651.0,29,29,-2572.0,2.54994124559342,2.2142952216490817,0.5702820324422088,-35.5,13146.0,57,55,-2487.0,1.6421856639247945,1.1490742638518823,0.5415631353060764,-35.25,20163.0,140,145,-2208.0,1.1703877790834314,0,26.75,12.0,280,30.75,12.0,724,33.75,12.0,1040,42.5,12.0,3277,21.75
LHPB,7606.75,1,2026-07-10 15:00:00,2026-07-10 16:00:00,2026-07-12 22:00:00,2026-07-12 22:00:00,7606.75,False,False,54.0,55.0,1.0596026490066226,0.8928571428571429,67,67,0,0.0,0.9540942928039702,-20.25,217.0,0,1,-732.0,,0.0,0.9540942928039702,-20.25,217.0,0,1,-732.0,,0.0,0.9540942928039702,-20.25,217.0,0,1,-732.0,,0.0,0.9540942928039702,-20.25,217.0,0,1,-732.0,,0.0,0.9540942928039702,-20.25,217.0,0,1,-732.0,,0,5.25,5.0,28,5.25,5.0,28,5.25,5.0,28,5.25,5.0,28,0.25
LLPB,7588.75,-1,2026-07-13 01:00:00,2026-07-13 02:00:00,2026-07-13 07:00:00,2026-07-13 07:09:42,7588.75,False,False,5.0,6.0,0.5610561056105611,0.7058823529411765,71,71,0,-0.050233658392895474,0.6226415094339622,-0.25,44.0,4,2,-13.0,0.955137481910275,-0.2626361987948483,0.5367647058823529,-0.75,119.0,11,6,-10.0,0.8393632416787266,-0.4045091522000575,0.5720164609053497,-1.5,212.0,19,10,-35.0,0.7525325615050652,-0.897235889472805,0.5083333333333333,-2.0,315.0,32,28,-6.0,0.7018813314037627,-0.9792674498963373,0.46129707112970714,-0.75,814.0,79,89,74.0,0.7554269175108539,30,0.75,0.25,13,3.5,2.5,650,6.75,2.5,1447,6.75,2.5,1447,4.25
LLPB,7585.75,-1,2026-07-13 02:00:00,2026-07-13 03:00:00,2026-07-13 07:00:00,2026-07-13 07:00:00,7585.75,False,False,4.0,5.0,0.3015075376884422,0.6666666666666666,66,66,0,11.83090270569658,0.7554744525547445,-2.75,215.0,9,1,-140.0,5.492957746478874,6.752399175190895,0.7147335423197492,-3.0,255.0,12,6,-137.0,2.746478873239437,5.003411536709154,0.7010309278350515,-4.0,319.0,19,9,-156.0,1.8661971830985915,5.765013791404793,0.6781609195402298,-3.75,360.0,25,13,-155.0,1.1795774647887325,4.061224489795919,0.5800256081946222,-3.5,654.0,54,41,-125.0,1.0633802816901408,4,4.5,1.0,107,4.5,1.0,107,4.5,1.0,107,4.5,1.0,107,3.5
LHPB,7591.25,1,2026-07-13 07:00:00,2026-07-13 08:00:00,2026-07-13 12:00:00,2026-07-13 12:12:00,7591.25,False,False,4.0,5.0,0.8429752066115702,0.8431372549019608,75,75,0,2.449545997726381,0.5504322766570605,-1.0,237.0,7,3,-35.0,2.2044728434504792,1.564195107786886,0.529874213836478,-2.5,451.0,14,14,-38.0,2.0447284345047927,3.0144071421571677,0.5485621269669018,-6.5,1442.0,25,31,-179.0,2.3642172523961666,2.1809687715213486,0.5148476667952179,-3.0,2054.0,45,46,-77.0,1.7492012779552717,1.1255497800879648,0.5196317357162199,-2.5,2925.0,95,102,-145.0,1.2300319488817895,13,2.25,4.0,129,2.25,4.0,129,2.25,4.0,129,8.5,5.5,3042,-1.75
LHPB,7584.75,1,2026-07-13 06:00:00,2026-07-13 07:00:00,2026-07-13 14:00:00,2026-07-13 14:16:45,7584.75,False,False,7.0,8.0,0.6473029045643154,0.358974358974359,69,69,0,12.868068720966022,0.672787979966611,-17.25,4061.0,2,8,-1863.0,4.204056545789798,7.457058299321516,0.6610084033613446,-17.25,4549.0,7,23,-1916.0,1.979102642901045,5.23760014248432,0.6406567858180762,-16.75,5347.0,22,35,-1936.0,1.413644744929318,3.9604717329405648,0.5957749562171629,-17.5,7280.0,58,55,-1750.0,1.1585740626920713,5.729483282674772,0.541775195351633,-15.5,12369.0,155,131,-1251.0,1.0079901659496007,0,8.75,11.25,206,19.25,11.25,800,19.25,11.25,800,19.25,11.25,800,8.0
LHPB,7544.75,1,2026-07-14 03:00:00,2026-07-14 04:00:00,2026-07-14 11:00:00,2026-07-14 11:09:18,7544.75,True,False,7.0,8.0,1.3824192336589032,0.6956521739130435,109,109,0,1.018308848994789,0.6011904761904762,-0.75,112.0,3,4,-34.0,1.1483253588516746,0.577816185624544,0.5372340425531915,-2.0,266.0,11,14,-28.0,1.0526315789473684,-0.6041379669343719,0.5321285140562249,-3.25,371.0,18,27,-32.0,0.9090909090909091,-1.311494544277544,0.5241844769403825,-4.5,654.0,43,53,-43.0,0.9090909090909091,-0.9798206278026906,0.4966887417218543,-3.75,1900.0,124,108,17.0,0.9339712918660287,20,5.0,1.0,291,13.5,1.0,887,19.75,1.0,966,19.75,1.0,966,18.75
